Date,Open,High,Low,Volume,Change,ma5,ma10,ma20,rsi,vix,snp,ex,Close
2019-01-02,0.08888888888888889,0.08823529411764706,0.08235294117647059,0.06906969342372922,0.18342362625765107,0.08366533864541832,0.0954623287671233,0.10202671579917089,0.30160502806538564,0.16416022487702037,0.23732752992383035,0.06472531506178836,118000
2019-01-03,0.08148148148148149,0.11029411764705882,0.09803921568627451,0.12607621322801021,0.49996362842802,0.08207171314741035,0.0954623287671233,0.10018424689083372,0.4133282704877293,0.1955024595924104,0.18323394994559283,0.10002447081854969,122000
2019-01-04,0.10740740740740741,0.11764705882352941,0.12549019607843137,0.12464683127791472,0.4752339407584607,0.09243027888446215,0.09845890410958905,0.1011054813450023,0.497590042683723,0.13829936753338018,0.2564004352557127,0.0447204208980787,125500
2019-01-07,0.14074074074074075,0.16544117647058823,0.1607843137254902,0.11851550837226303,0.5659935365832801,0.10677290836653386,0.10188356164383562,0.1040994933210502,0.6167750592311282,0.13858046380885453,0.27185201305767137,0.049675761654228046,131500
2019-01-08,0.17037037037037037,0.17647058823529413,0.17647058823529413,0.07582238402008358,0.2849100017950683,0.11952191235059761,0.10445205479452055,0.10870566559189314,0.5786208717354244,0.12550948699929723,0.2933710554951032,0.08130429462865509,130000
2019-01-09,0.16296296296296298,0.1801470588235294,0.1803921568627451,0.0775926575332479,0.44859689666556557,0.14342629482071714,0.11429794520547945,0.11423307231690465,0.6335347466538366,0.1186226282501757,0.30255495103373226,0.05285696806558239,133000
2019-01-10,0.17037037037037037,0.1801470588235294,0.1843137254901961,0.04780346015062007,0.2676756268353285,0.15776892430278885,0.1211472602739726,0.11976047904191617,0.5811264176981886,0.11187631763879129,0.31272252448313365,0.050471063257065935,131000
2019-01-11,0.17777777777777778,0.1801470588235294,0.18823529411764706,0.05786583655633368,0.3390557939914161,0.16653386454183267,0.13142123287671234,0.1234454168585905,0.5811264176981886,0.09346451159522139,0.3123917301414582,0.05316285329744312,131000
2019-01-14,0.15555555555555556,0.15073529411764705,0.1450980392156863,0.12620818214004972,0.1941159125905051,0.1593625498007968,0.13527397260273974,0.12459695992630124,0.47860258555072266,0.10583274771609277,0.30050924918389554,0.07500305885231853,127000
2019-01-15,0.13703703703703704,0.16544117647058823,0.16470588235294117,0.06227852595787998,0.5446250549153453,0.16334661354581673,0.144263698630137,0.12851220635651772,0.5908297468409832,0.09922698524244557,0.32461371055495114,0.08142664872139938,132500
2019-01-16,0.17407407407407408,0.18382352941176472,0.19215686274509805,0.0409204882242216,0.3390557939914161,0.16254980079681275,0.1566780821917808,0.13265776140027638,0.5908297468409832,0.10541110330288123,0.3296626768226331,0.06876300012235413,132500
2019-01-17,0.16666666666666666,0.20588235294117646,0.19607843137254902,0.08627594193232864,0.46444246497692093,0.17051792828685258,0.16866438356164384,0.13910640257945647,0.6554552922912642,0.09163738580463808,0.34695103373231767,0.0805089930258172,136000
2019-01-18,0.2074074074074074,0.20955882352941177,0.23529411764705882,0.059835582261353125,0.3914099974753846,0.18087649402390438,0.17893835616438356,0.146245969599263,0.681382477129449,0.08798313422347155,0.3772013057671382,0.10118683469962046,137500
2019-01-21,0.21481481481481482,0.20588235294117646,0.19215686274509805,0.10317268790297349,0.11466250487709712,0.18725099601593626,0.17851027397260275,0.14785812989405803,0.5138315488677252,0.11960646521433592,0.3525157780195864,0.1520861372812928,131000
2019-01-22,0.14444444444444443,0.15073529411764705,0.1568627450980392,0.11840277789497097,0.30282082364118834,0.18326693227091634,0.17851027397260275,0.1492399815753109,0.49116323487618635,0.13014757554462406,0.3442872687704026,0.13599657408540325,130000
2019-01-23,0.15555555555555556,0.1801470588235294,0.1843137254901961,0.036416669394924224,0.430340046219874,0.18326693227091634,0.1780821917808219,0.15430677107323815,0.5431193306122285,0.11215741391426563,0.34933623503808464,0.10351156246176477,132500
2019-01-24,0.16296296296296298,0.16544117647058823,0.16470588235294117,0.1386706376596073,0.23158150457526908,0.17290836653386454,0.17679794520547945,0.15730078304928605,0.4728920101755624,0.10330288123682363,0.35249619151251343,0.11752110608099861,129500
2019-01-25,0.13703703703703704,0.15441176470588236,0.1607843137254902,0.043934847184387574,0.3573831342071683,0.1609561752988048,0.1759417808219178,0.16236757254721326,0.48410081119595105,0.08264230498945892,0.37202176278563664,0.05652759084791391,130000
2019-01-28,0.15185185185185185,0.16544117647058823,0.1803921568627451,0.04451200022681102,0.4120831957741824,0.16254980079681275,0.18022260273972604,0.16674343620451404,0.5290399109786569,0.10302178496134928,0.3538193688792164,0.05707818426526322,132000
2019-01-29,0.15555555555555556,0.1948529411764706,0.1843137254901961,0.08771713695639187,0.48289764598777435,0.17211155378486057,0.1832191780821918,0.17319207738369416,0.6105222721601099,0.1066760365425158,0.350467899891186,0.05181695827725453,136000
2019-01-30,0.2222222222222222,0.21691176470588236,0.20784313725490197,0.10490043434985398,0.3390557939914161,0.17768924302788844,0.18621575342465754,0.18148318747121142,0.6105222721601099,0.0860154602951511,0.3862023939064201,0.00917655695583017,136000
2019-01-31,0.21481481481481482,0.24632352941176472,0.23137254901960785,0.30470879253845745,0.3390557939914161,0.18804780876494023,0.18621575342465754,0.1879318286503915,0.6105222721601099,0.07069571328179902,0.40626768226332954,0.017496635262450305,136000
2019-02-01,0.21481481481481482,0.22058823529411764,0.20784313725490197,0.12785289955275703,0.2517987881848014,0.19362549800796813,0.18279109589041095,0.19161676646706588,0.535384876976707,0.06465214335910051,0.4083830250272036,0.0603205677229911,133500
2019-02-07,0.17037037037037037,0.17647058823529413,0.17254901960784313,0.19793952988690838,0.17905193615277035,0.1888446215139442,0.18107876712328766,0.19046522339935515,0.41865602121532713,0.06788475052705553,0.40796517954298156,0.09341734981035102,129000
2019-02-08,0.12962962962962962,0.13970588235294118,0.1411764705882353,0.1866175422798355,0.2286655354825827,0.17290836653386454,0.1776541095890411,0.18862275449101795,0.35208918164752934,0.05874912157413916,0.40955821545157783,0.09152086137281312,126000
2019-02-11,0.13333333333333333,0.13602941176470587,0.1450980392156863,0.21938093417113905,0.320219360991893,0.15617529880478087,0.1716609589041096,0.18516812528788576,0.34133430208394927,0.06226282501756853,0.4112295973884658,0.10063624128227115,125500
2019-02-12,0.10740740740740741,0.10294117647058823,0.11764705882352941,0.3404656173731841,0.26340987979412805,0.1362549800796813,0.16652397260273974,0.18171349608475357,0.29851242814421874,0.05467322557976107,0.44163656147986935,0.07188302948733634,123500
2019-02-13,0.10740740740740741,0.1213235294117647,0.13333333333333333,0.0749596921040401,0.3967090059251792,0.12270916334661354,0.1622431506849315,0.1789497927222478,0.3450705682585639,0.05776528460997893,0.4488618063112079,0.09818915942738254,125000
2019-02-14,0.11851851851851852,0.15073529411764705,0.1450980392156863,0.185278952241092,0.4339914163090127,0.12031872509960159,0.1583904109589041,0.17918010133578996,0.41845899124937685,0.06577652846099788,0.4425070729053318,0.1031445001835319,127500
2019-02-15,0.14444444444444443,0.15441176470588236,0.16470588235294117,0.09066399263674224,0.3390557939914161,0.12270916334661354,0.15111301369863014,0.1768770152003685,0.41845899124937685,0.04736472241742798,0.46850924918389536,0.10338920836902048,127500
2019-02-18,0.15185185185185185,0.15441176470588236,0.14901960784313725,0.12883405972487688,0.3204409660860051,0.1250996015936255,0.14340753424657535,0.1743436204514049,0.40466436546922163,0.047048489107519346,0.47122524483133854,0.1031445001835319,127000
2019-02-19,0.13333333333333333,0.1323529411764706,0.14901960784313725,0.022570396639146704,0.32036767936196797,0.1298804780876494,0.13527397260273974,0.16996775679410409,0.39034804271129003,0.04694307800421647,0.47213057671381947,0.08185488804600578,126500
2019-02-20,0.12962962962962962,0.1323529411764706,0.14901960784313725,0.0270937914195906,0.35781777468659315,0.13306772908366535,0.12970890410958905,0.16513127590971902,0.4080955046359075,0.0348559381588194,0.47643090315560366,0.08369019943717154,127000
2019-02-21,0.12962962962962962,0.14705882352941177,0.1568627450980392,0.06601955772526098,0.4138082525092085,0.13545816733067728,0.12970890410958905,0.16421004145555043,0.47711790770448875,0.04104005621925511,0.4678824809575626,0.09843386761287252,129000
2019-02-22,0.15185185185185185,0.14338235294117646,0.1450980392156863,0.050599108484183475,0.2654622883188605,0.1346613545816733,0.1305650684931507,0.16282818977429755,0.41192754418141175,0.02768798313422348,0.4833688792165397,0.0822831273706108,127000
2019-02-25,0.13333333333333333,0.13602941176470587,0.14901960784313725,0.06299203562553096,0.3016795647325199,0.13306772908366535,0.1309931506849315,0.15983417779824965,0.38088127036863834,0.04652143359100492,0.4863634385201306,0.03988743423467503,126000
2019-02-26,0.12962962962962962,0.17647058823529413,0.15294117647058825,0.1485625682837865,0.5462565569861708,0.14103585657370518,0.13784246575342465,0.16075541225241824,0.555295069085942,0.05101897399859453,0.48443960826985855,0.037134467147925704,131500
2019-02-27,0.17037037037037037,0.17647058823529413,0.17647058823529413,0.05777774477617431,0.26686140439628553,0.1450199203187251,0.14169520547945205,0.1605251036388761,0.49119993910935206,0.044413211524947295,0.48311643090315565,0.05310167625107098,129500
