Date,Open,High,Low,Volume,Change,ma5,ma10,ma20,rsi,vix,snp,ex,Close
2019-01-02,0.08085106382978724,0.061052631578947365,0.07051282051282051,0.059839401738667246,0.411246347722031,0.03875278396436525,0.02085285848172446,0.06282316442605998,0.13800098830569318,0.16416022487702037,0.23732752992383035,0.06472531506178836,60600
2019-01-03,0.0574468085106383,0.037894736842105266,0.017094017094017096,0.17268776121784227,0.1910182105156638,0.026726057906458798,0.010309278350515464,0.04627714581178904,0.058481584876384426,0.1955024595924104,0.18323394994559283,0.10002447081854969,57700
2019-01-04,0.0,0.0,0.0,0.17674598098251282,0.4501504917042408,0.018708240534521157,0.0037488284910965324,0.032445708376421925,0.10499390135499734,0.13829936753338018,0.2564004352557127,0.0447204208980787,58300
2019-01-07,0.031914893617021274,0.02526315789473684,0.03632478632478633,0.0871366511782154,0.43441418393622017,0.005790645879732739,0.0,0.02016546018614271,0.13638177704588073,0.13858046380885453,0.27185201305767137,0.049675761654228046,58700
2019-01-08,0.00851063829787234,0.042105263157894736,0.019230769230769232,0.150539157968854,0.44178433942428486,0.0,0.0014058106841611997,0.011375387797311272,0.17622786380680322,0.12550948699929723,0.2933710554951032,0.08130429462865509,59200
2019-01-09,0.04468085106382979,0.11157894736842106,0.057692307692307696,0.3006307264475531,0.7345152764735972,0.013363028953229399,0.009840674789128397,0.007238883143743537,0.45512087574488036,0.1186226282501757,0.30255495103373226,0.05285696806558239,63600
2019-01-10,0.14042553191489363,0.14947368421052631,0.15598290598290598,0.3895516240518477,0.5227964732862591,0.04721603563474387,0.021321462043111528,0.006980351602895553,0.5357838832860395,0.11187631763879129,0.31272252448313365,0.050471063257065935,65300
2019-01-11,0.16808510638297872,0.15578947368421053,0.16025641025641027,0.1367437357977185,0.39026929129932214,0.0775055679287305,0.03303655107778819,0.007238883143743537,0.5259736217031935,0.09346451159522139,0.3123917301414582,0.05316285329744312,65100
2019-01-14,0.14468085106382977,0.13894736842105262,0.11324786324786325,0.16828673261441315,0.19889998147629556,0.09265033407572383,0.03420805998125586,0.0019389865563598759,0.39332611020692115,0.10583274771609277,0.30050924918389554,0.07500305885231853,62100
2019-01-15,0.1,0.11578947368421053,0.11752136752136752,0.09840423008254914,0.539994973201835,0.11403118040089087,0.042408622305529525,0.0,0.4844997372451164,0.09922698524244557,0.32461371055495114,0.08142664872139938,64000
2019-01-16,0.13404255319148936,0.13473684210526315,0.1282051282051282,0.10360136647479129,0.4594982221726163,0.11937639198218263,0.05224929709465792,0.0038779731127197518,0.5203825927809593,0.10541110330288123,0.3296626768226331,0.06876300012235413,64800
2019-01-17,0.1702127659574468,0.16210526315789472,0.16880341880341881,0.13187726559008234,0.4107584392913723,0.11759465478841871,0.06911902530459231,0.007368148914167529,0.5249884455479673,0.09163738580463808,0.34695103373231767,0.0805089930258172,64900
2019-01-18,0.1595744680851064,0.15157894736842106,0.15384615384615385,0.08632035924243348,0.3833311390003367,0.11536748329621381,0.08388003748828492,0.011892450879007239,0.5098748578857767,0.08798313422347155,0.3772013057671382,0.10118683469962046,64600
2019-01-21,0.17872340425531916,0.18736842105263157,0.17735042735042736,0.22413755391619897,0.5691579517031415,0.13719376391982183,0.10332708528584818,0.020553257497414684,0.6207015213106797,0.11960646521433592,0.3525157780195864,0.1520861372812928,67000
2019-01-22,0.22127659574468084,0.2,0.19230769230769232,0.22980616303226037,0.3773362884066521,0.1487750556792873,0.12066541705716964,0.030894519131334022,0.5986604953236783,0.13014757554462406,0.3442872687704026,0.13599657408540325,66600
2019-01-23,0.1702127659574468,0.1831578947368421,0.17307692307692307,0.13146674738181055,0.41725212943542905,0.15768374164810692,0.1281630740393627,0.03968459152016546,0.6079122065119485,0.11215741391426563,0.34933623503808464,0.10351156246176477,66800
2019-01-24,0.2,0.25263157894736843,0.21794871794871795,0.46028941975965265,0.6502850605691055,0.18262806236080179,0.14034676663542642,0.052740434332988625,0.7543256695763193,0.10330288123682363,0.35249619151251343,0.11752110608099861,70500
2019-01-25,0.3,0.3431578947368421,0.3076923076923077,0.4803753801012617,0.6625928224014729,0.22717149220489977,0.1626054358013121,0.07148397104446742,0.8682145643001891,0.08264230498945892,0.37202176278563664,0.05652759084791391,74600
2019-01-28,0.3659574468085106,0.3452631578947368,0.30982905982905984,0.30413142951527006,0.23693098420193903,0.2485523385300668,0.18533270852858483,0.08466907962771458,0.720670269171334,0.10302178496134928,0.3538193688792164,0.05707818426526322,71800
2019-01-29,0.2957446808510638,0.32210526315789473,0.3055555555555556,0.17518231270438459,0.5030215537336821,0.27884187082405343,0.20735707591377694,0.10134436401240951,0.7651013508070563,0.1066760365425158,0.350467899891186,0.05181695827725453,73400
2019-01-30,0.3404255319148936,0.37473684210526315,0.3482905982905983,0.3308816161985258,0.5554046921296337,0.31937639198218265,0.23336457357075913,0.12112202688728024,0.8273073376700999,0.0860154602951511,0.3862023939064201,0.00917655695583017,75900
2019-01-31,0.4127659574468085,0.391578947368421,0.36324786324786323,0.261941415794875,0.2866772573529841,0.33452115812917593,0.25445173383317715,0.1420630816959669,0.7303061106563468,0.07069571328179902,0.40626768226332954,0.017496635262450305,73900
2019-02-01,0.38085106382978723,0.37684210526315787,0.38461538461538464,0.1736804030910855,0.5242824032685175,0.3403118040089087,0.2809278350515464,0.16481385729058945,0.7817286521282197,0.06465214335910051,0.4083830250272036,0.0603205677229911,75900
2019-02-07,0.425531914893617,0.4147368421052632,0.4252136752136752,0.2459850836741452,0.45078025065352567,0.3621380846325167,0.3036551077788191,0.18808169596690796,0.8013624625766769,0.06788475052705553,0.40796517954298156,0.09341734981035102,76700
2019-02-08,0.37659574468085105,0.35789473684210527,0.3482905982905983,0.22695690129759136,0.218303557220127,0.3625835189309577,0.3198219306466729,0.20656670113753878,0.6549528682265325,0.05874912157413916,0.40955821545157783,0.09152086137281312,73500
2019-02-11,0.32978723404255317,0.32842105263157895,0.3311965811965812,0.17562861555568887,0.4402068507936366,0.35456570155902006,0.33692596063730085,0.2201396070320579,0.6726659485302056,0.06226282501756853,0.4112295973884658,0.10063624128227115,74100
2019-02-12,0.35319148936170214,0.37684210526315787,0.36752136752136755,0.1878926158348895,0.5119510888155836,0.36347438752783967,0.34957825679475163,0.23384177869700104,0.7242336760212671,0.05467322557976107,0.44163656147986935,0.07188302948733634,75900
2019-02-13,0.42127659574468085,0.40210526315789474,0.41452991452991456,0.09553542752033653,0.42147614470699996,0.3648106904231626,0.35332708528584816,0.2481902792140641,0.7326760386202632,0.05776528460997893,0.4488618063112079,0.09818915942738254,76200
2019-02-14,0.3893617021276596,0.39789473684210525,0.39316239316239315,0.09032317312159975,0.4739466462206994,0.36792873051224945,0.36644798500468606,0.2679679420889349,0.7666024383852389,0.06577652846099788,0.4425070729053318,0.1031445001835319,77400
